"subject" "activityName" "signalMeasure" "value"
"test" "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-X" -0.146182511165952
"test" "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Y" -0.0212667596438095
"test" "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Z" 0.00483125885961905
"test" "WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" -0.414798335411905
"test" "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" -0.442949501905
"test" "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Z" -0.404459674067143
"test" "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.288062900461905
"test" "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0161751510247702
"test" "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" -0.105529914174286
"test" "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" 0.00902022030214286
"test" "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" 0.0134523978078571
"test" "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.243477099060119
"test" "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.0916206223598452
"test" "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" -0.00322121589102381
"test" "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" -0.00838420495773809
"test" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" -0.0941815286700238
"test" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" -0.101380895052357
"test" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.424200745914286
"test" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" -0.163692387624738
"test" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" -0.0450688652907857
"test" "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" 0.0164621317664286
"test" "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" 0.0504083176412857
"test" "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.101341612095476
"test" "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0461447231649762
"test" "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0964457295442619
"test" "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.373429876892857
"test" "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.418157975061905
"test" "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.299487958953952
"test" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.0695720976611905
"test" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0496904002757143
"test" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0588719525257143
"test" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.403089544085476
"test" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.515669184902381
"test" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.344353104702143
"test" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.463187856659524
"test" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" -0.464553224377857
"test" "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" -0.188907287860786
"test" "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.308151790967905
"test" "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.931437114714286
"test" "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.171822241287476
"test" "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" -0.038043391203381
"test" "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.951956040880952
"test" "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.933501819642857
"test" "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.919091320238095
"test" "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" 0.0164621317664286
"test" "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" 0.0504083176412857
"test" "WALKING_UPSTAIRS" "angle(tBodyAccJerkMean),gravityMean)" 0.00909111675462845
"test" "WALKING_UPSTAIRS" "angle(tBodyAccMean,gravity)" 0.0480066103687898
"test" "WALKING_UPSTAIRS" "angle(tBodyGyroJerkMean,gravityMean)" 0.01742604654862
"test" "WALKING_UPSTAIRS" "angle(tBodyGyroMean,gravityMean)" -0.0681774403354565
"test" "WALKING_UPSTAIRS" "angle(X,gravityMean)" -0.648639321549894
"test" "WALKING_UPSTAIRS" "angle(Y,gravityMean)" 0.270156671099363
"test" "WALKING_UPSTAIRS" "angle(Z,gravityMean)" 0.110009776699597
"test" "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" -0.311470643287898
"test" "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.163527702472505
"test" "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.403859087158599
"test" "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-X" -0.425630505164119
"test" "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Y" -0.16177232182293
"test" "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Z" -0.232602796644524
"test" "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.265071335268684
"test" "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.058797927424034
"test" "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.239259921773609
"test" "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.401066805742038
"test" "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" -0.38710223800034
"test" "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" -0.602911767919321
"test" "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.343759640562633
"test" "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.456213357605096
"test" "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.422737467091295
"test" "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.400132176654225
"test" "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.382397128219958
"test" "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" -0.672740221974522
"test" "WALKING_UPSTAIRS" "fBodyAccMag-mean()" -0.292081504854565
"test" "WALKING_UPSTAIRS" "fBodyAccMag-meanFreq()" -0.0483207544237367
"test" "WALKING_UPSTAIRS" "fBodyAccMag-std()" -0.39041721744586
"test" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.355087381332696
"test" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" 0.0260491445522505
"test" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" -0.421213315287049
"test" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.666239280021231
"test" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.101825133097049
"test" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.706477443375796
"test" "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" -0.495846446322718
"test" "WALKING_UPSTAIRS" "fBodyBodyGyroMag-meanFreq()" -0.13814896750758
"test" "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" -0.460677679282378
"test" "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" -0.408927905006157
"test" "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" -0.491062764201911
"test" "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" -0.295292222497452
"test" "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-X" -0.207810887871741
"test" "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Y" -0.324358718723355
"test" "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Z" -0.253253595736943
"test" "WALKING_UPSTAIRS" "fBodyGyro-std()-X" -0.508328984061571
"test" "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" -0.352975477855626
"test" "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" -0.288298632743737
"test" "WALKING_UPSTAIRS" "tBodyAcc-mean()-X" 0.263126445989384
"test" "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0242744604190291
"test" "WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" -0.120798485155414
"test" "WALKING_UPSTAIRS" "tBodyAcc-std()-X" -0.276529588909979
"test" "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" -0.0517638240820382
"test" "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.255380107800849
"test" "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" 0.0734505822969214
"test" "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" 0.00490440295949045
"test" "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" -0.00709425056157112
"test" "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" -0.372285856288747
"test" "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" -0.36356830989087
"test" "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" -0.638159602229299
"test" "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" -0.412947118942675
"test" "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" -0.380950968793418
"test" "WALKING_UPSTAIRS" "tBodyAccMag-mean()" -0.156596937200552
"test" "WALKING_UPSTAIRS" "tBodyAccMag-std()" -0.282505793501648
"test" "WALKING_UPSTAIRS" "tBodyGyro-mean()-X" -0.0252961131944798
"test" "WALKING_UPSTAIRS" "tBodyGyro-mean()-Y" -0.0693319879901062
"test" "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" 0.0844374813053079
"test" "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.4816437891862
"test" "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.395856447426093
"test" "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.234132446747091
"test" "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.104105469604607
"test" "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0370180926612527
"test" "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0539430325613588
"test" "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.576962412908705
"test" "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.681691906666667
"test" "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.554141881365605
"test" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.623815676008493
"test" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.67288561866242
"test" "WALKING_UPSTAIRS" "tBodyGyroMag-mean()" -0.20735406242569
"test" "WALKING_UPSTAIRS" "tBodyGyroMag-std()" -0.41269395604845
"test" "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.880983929469214
"test" "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.268759574031847
"test" "WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" -0.123669693229008
"test" "WALKING_UPSTAIRS" "tGravityAcc-std()-X" -0.95239939104034
"test" "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" -0.925912647367304
"test" "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" -0.906976117919321
"test" "WALKING_UPSTAIRS" "tGravityAccMag-mean()" -0.156596937200552
"test" "WALKING_UPSTAIRS" "tGravityAccMag-std()" -0.282505793501648
"train" "LAYING" "angle(tBodyAccJerkMean),gravityMean)" 0.0205973454838877
"train" "LAYING" "angle(tBodyAccMean,gravity)" 0.0137071065622068
"train" "LAYING" "angle(tBodyGyroJerkMean,gravityMean)" 0.0102905057406638
"train" "LAYING" "angle(tBodyGyroMean,gravityMean)" 0.0158277305024165
"train" "LAYING" "angle(X,gravityMean)" 0.517116169717129
"train" "LAYING" "angle(Y,gravityMean)" -0.440820419002132
"train" "LAYING" "angle(Z,gravityMean)" -0.445712027481876
"train" "LAYING" "fBodyAcc-mean()-X" -0.96623357050462
"train" "LAYING" "fBodyAcc-mean()-Y" -0.948790913989339
"train" "LAYING" "fBodyAcc-mean()-Z" -0.956210691862118
"train" "LAYING" "fBodyAcc-meanFreq()-X" -0.264202929041037
"train" "LAYING" "fBodyAcc-meanFreq()-Y" 0.12457473152693
"train" "LAYING" "fBodyAcc-meanFreq()-Z" 0.1884027955385
"train" "LAYING" "fBodyAcc-std()-X" -0.957307907502701
"train" "LAYING" "fBodyAcc-std()-Y" -0.936034910177683
"train" "LAYING" "fBodyAcc-std()-Z" -0.938502036889055
"train" "LAYING" "fBodyAccJerk-mean()-X" -0.980189178550107
"train" "LAYING" "fBodyAccJerk-mean()-Y" -0.97089486137882
"train" "LAYING" "fBodyAccJerk-mean()-Z" -0.97631433684435
"train" "LAYING" "fBodyAccJerk-meanFreq()-X" 0.102008711782836
"train" "LAYING" "fBodyAccJerk-meanFreq()-Y" -0.00447192563333404
"train" "LAYING" "fBodyAccJerk-meanFreq()-Z" 0.067441959708236
"train" "LAYING" "fBodyAccJerk-std()-X" -0.98256876949538
"train" "LAYING" "fBodyAccJerk-std()-Y" -0.972728982835821
"train" "LAYING" "fBodyAccJerk-std()-Z" -0.981007056687989
"train" "LAYING" "fBodyAccMag-mean()" -0.943950932251599
"train" "LAYING" "fBodyAccMag-meanFreq()" 0.0985476981401137
"train" "LAYING" "fBodyAccMag-std()" -0.927962071920256
"train" "LAYING" "fBodyBodyAccJerkMag-mean()" -0.9741812297086
"train" "LAYING" "fBodyBodyAccJerkMag-meanFreq()" 0.282917208316915
"train" "LAYING" "fBodyBodyAccJerkMag-std()" -0.97302950880597
"train" "LAYING" "fBodyBodyGyroJerkMag-mean()" -0.978582414975124
"train" "LAYING" "fBodyBodyGyroJerkMag-meanFreq()" 0.163177107575928
"train" "LAYING" "fBodyBodyGyroJerkMag-std()" -0.977124064577114
"train" "LAYING" "fBodyBodyGyroMag-mean()" -0.953724931549396
"train" "LAYING" "fBodyBodyGyroMag-meanFreq()" -0.0458462007158778
"train" "LAYING" "fBodyBodyGyroMag-std()" -0.939025835269367
"train" "LAYING" "fBodyGyro-mean()-X" -0.960446780433049
"train" "LAYING" "fBodyGyro-mean()-Y" -0.968139785280739
"train" "LAYING" "fBodyGyro-mean()-Z" -0.962619007583511
"train" "LAYING" "fBodyGyro-meanFreq()-X" -0.0271580759273205
"train" "LAYING" "fBodyGyro-meanFreq()-Y" -0.14689946168204
"train" "LAYING" "fBodyGyro-meanFreq()-Z" 0.113421892575601
"train" "LAYING" "fBodyGyro-std()-X" -0.967206952885572
"train" "LAYING" "fBodyGyro-std()-Y" -0.961463062750533
"train" "LAYING" "fBodyGyro-std()-Z" -0.964692895927505
"train" "LAYING" "tBodyAcc-mean()-X" 0.26919100708877
"train" "LAYING" "tBodyAcc-mean()-Y" -0.0183452479771855
"train" "LAYING" "tBodyAcc-mean()-Z" -0.107168709636461
"train" "LAYING" "tBodyAcc-std()-X" -0.959475238302061
"train" "LAYING" "tBodyAcc-std()-Y" -0.937608935448472
"train" "LAYING" "tBodyAcc-std()-Z" -0.941635287283866
"train" "LAYING" "tBodyAccJerk-mean()-X" 0.0815722575616205
"train" "LAYING" "tBodyAccJerk-mean()-Y" 0.0113483623410661
"train" "LAYING" "tBodyAccJerk-mean()-Z" -0.00532249999608209
"train" "LAYING" "tBodyAccJerk-std()-X" -0.980429538464819
"train" "LAYING" "tBodyAccJerk-std()-Y" -0.970716016723525
"train" "LAYING" "tBodyAccJerk-std()-Z" -0.979334766545842
"train" "LAYING" "tBodyAccJerkMag-mean()" -0.979067883653163
"train" "LAYING" "tBodyAccJerkMag-std()" -0.974099433837953
"train" "LAYING" "tBodyAccMag-mean()" -0.933298701817342
"train" "LAYING" "tBodyAccMag-std()" -0.925425270312722
"train" "LAYING" "tBodyGyro-mean()-X" -0.0167611908027991
"train" "LAYING" "tBodyGyro-mean()-Y" -0.091660815198081
"train" "LAYING" "tBodyGyro-mean()-Z" 0.127147917707889
"train" "LAYING" "tBodyGyro-std()-X" -0.965341869218906
"train" "LAYING" "tBodyGyro-std()-Y" -0.963438605707178
"train" "LAYING" "tBodyGyro-std()-Z" -0.961435198422175
"train" "LAYING" "tBodyGyroJerk-mean()-X" -0.102019624959062
"train" "LAYING" "tBodyGyroJerk-mean()-Y" -0.0382683832088763
"train" "LAYING" "tBodyGyroJerk-mean()-Z" -0.0639964642257285
"train" "LAYING" "tBodyGyroJerk-std()-X" -0.975493723411514
"train" "LAYING" "tBodyGyroJerk-std()-Y" -0.981437634278607
"train" "LAYING" "tBodyGyroJerk-std()-Z" -0.984583429004975
"train" "LAYING" "tBodyGyroJerkMag-mean()" -0.983166670739161
"train" "LAYING" "tBodyGyroJerkMag-std()" -0.977324912189055
"train" "LAYING" "tBodyGyroMag-mean()" -0.935764661371713
"train" "LAYING" "tBodyGyroMag-std()" -0.937939730744847
"train" "LAYING" "tGravityAcc-mean()-X" -0.370854938686567
"train" "LAYING" "tGravityAcc-mean()-Y" 0.632926187069652
"train" "LAYING" "tGravityAcc-mean()-Z" 0.57557155056091
"train" "LAYING" "tGravityAcc-std()-X" -0.941599380704335
"train" "LAYING" "tGravityAcc-std()-Y" -0.957061403069012
"train" "LAYING" "tGravityAcc-std()-Z" -0.943600986262971
"train" "LAYING" "tGravityAccMag-mean()" -0.933298701817342
"train" "LAYING" "tGravityAccMag-std()" -0.925425270312722
"train" "SITTING" "angle(tBodyAccJerkMean),gravityMean)" 0.00215925239511664
"train" "SITTING" "angle(tBodyAccMean,gravity)" 0.0121622892732162
"train" "SITTING" "angle(tBodyGyroJerkMean,gravityMean)" -0.0279703310135692
"train" "SITTING" "angle(tBodyGyroMean,gravityMean)" 0.0167118569378538
"train" "SITTING" "angle(X,gravityMean)" -0.690818408397356
"train" "SITTING" "angle(Y,gravityMean)" -0.00385774445856143
"train" "SITTING" "angle(Z,gravityMean)" -0.0961516046475739
"train" "SITTING" "fBodyAcc-mean()-X" -0.983235173297045
"train" "SITTING" "fBodyAcc-mean()-Y" -0.948783229545879
"train" "SITTING" "fBodyAcc-mean()-Z" -0.957480579844479
"train" "SITTING" "fBodyAcc-meanFreq()-X" -0.0548556095924417
"train" "SITTING" "fBodyAcc-meanFreq()-Y" 0.0768184554284059
"train" "SITTING" "fBodyAcc-meanFreq()-Z" 0.0841748181244627
"train" "SITTING" "fBodyAcc-std()-X" -0.983675290902022
"train" "SITTING" "fBodyAcc-std()-Y" -0.933948759256143
"train" "SITTING" "fBodyAcc-std()-Z" -0.934534156082426
"train" "SITTING" "fBodyAccJerk-mean()-X" -0.985698027869362
"train" "SITTING" "fBodyAccJerk-mean()-Y" -0.974807063335925
"train" "SITTING" "fBodyAccJerk-mean()-Z" -0.979854031073095
"train" "SITTING" "fBodyAccJerk-meanFreq()-X" 0.184637359191327
"train" "SITTING" "fBodyAccJerk-meanFreq()-Y" -0.0521682789217263
"train" "SITTING" "fBodyAccJerk-meanFreq()-Z" 0.00711987425893235
"train" "SITTING" "fBodyAccJerk-std()-X" -0.986724182511664
"train" "SITTING" "fBodyAccJerk-std()-Y" -0.976387838265941
"train" "SITTING" "fBodyAccJerk-std()-Z" -0.983830467869362
"train" "SITTING" "fBodyAccMag-mean()" -0.952673262657854
"train" "SITTING" "fBodyAccMag-meanFreq()" 0.119208592354555
"train" "SITTING" "fBodyAccMag-std()" -0.941966512135303
"train" "SITTING" "fBodyBodyAccJerkMag-mean()" -0.979261088468118
"train" "SITTING" "fBodyBodyAccJerkMag-meanFreq()" 0.277951586004961
"train" "SITTING" "fBodyBodyAccJerkMag-std()" -0.978627076430793
"train" "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.985679431041991
"train" "SITTING" "fBodyBodyGyroJerkMag-meanFreq()" 0.173251449137519
"train" "SITTING" "fBodyBodyGyroJerkMag-std()" -0.984677767993779
"train" "SITTING" "fBodyBodyGyroMag-mean()" -0.964102259572317
"train" "SITTING" "fBodyBodyGyroMag-meanFreq()" -0.0702309121649533
"train" "SITTING" "fBodyBodyGyroMag-std()" -0.951296691880249
"train" "SITTING" "fBodyGyro-mean()-X" -0.977875242783826
"train" "SITTING" "fBodyGyro-mean()-Y" -0.972183939828927
"train" "SITTING" "fBodyGyro-mean()-Z" -0.961503434618974
"train" "SITTING" "fBodyGyro-meanFreq()-X" 0.066688114386944
"train" "SITTING" "fBodyGyro-meanFreq()-Y" -0.218458883941454
"train" "SITTING" "fBodyGyro-meanFreq()-Z" 0.00493588377293157
"train" "SITTING" "fBodyGyro-std()-X" -0.98248034318818
"train" "SITTING" "fBodyGyro-std()-Y" -0.963557481329705
"train" "SITTING" "fBodyGyro-std()-Z" -0.961967228561431
"train" "SITTING" "tBodyAcc-mean()-X" 0.273448998825428
"train" "SITTING" "tBodyAcc-mean()-Y" -0.0121426088459798
"train" "SITTING" "tBodyAcc-mean()-Z" -0.106580744993313
"train" "SITTING" "tBodyAcc-std()-X" -0.983449562153966
"train" "SITTING" "tBodyAcc-std()-Y" -0.936208179940381
"train" "SITTING" "tBodyAcc-std()-Z" -0.939274193888803
"train" "SITTING" "tBodyAccJerk-mean()-X" 0.0757738529781182
"train" "SITTING" "tBodyAccJerk-mean()-Y" 0.00497487103109658
"train" "SITTING" "tBodyAccJerk-mean()-Z" -0.00186788827412442
"train" "SITTING" "tBodyAccJerk-std()-X" -0.985544794618974
"train" "SITTING" "tBodyAccJerk-std()-Y" -0.974649826034215
"train" "SITTING" "tBodyAccJerk-std()-Z" -0.982526224152411
"train" "SITTING" "tBodyAccJerkMag-mean()" -0.982966618413686
"train" "SITTING" "tBodyAccJerkMag-std()" -0.9794403344479
"train" "SITTING" "tBodyAccMag-mean()" -0.955067543234837
"train" "SITTING" "tBodyAccMag-std()" -0.939365758525816
"train" "SITTING" "tBodyGyro-mean()-X" -0.0378305948293904
"train" "SITTING" "tBodyGyro-mean()-Y" -0.0728027807545334
"train" "SITTING" "tBodyGyro-mean()-Z" 0.0784742074521695
"train" "SITTING" "tBodyGyro-std()-X" -0.981262834082426
"train" "SITTING" "tBodyGyro-std()-Y" -0.966305793009331
"train" "SITTING" "tBodyGyro-std()-Z" -0.958891866041991
"train" "SITTING" "tBodyGyroJerk-mean()-X" -0.0959456649824261
"train" "SITTING" "tBodyGyroJerk-mean()-Y" -0.0405964730900187
"train" "SITTING" "tBodyGyroJerk-mean()-Z" -0.0513023722602862
"train" "SITTING" "tBodyGyroJerk-std()-X" -0.98658476348367
"train" "SITTING" "tBodyGyroJerk-std()-Y" -0.986654023623639
"train" "SITTING" "tBodyGyroJerk-std()-Z" -0.984164647052877
"train" "SITTING" "tBodyGyroJerkMag-mean()" -0.988248275785381
"train" "SITTING" "tBodyGyroJerkMag-std()" -0.984886442970451
"train" "SITTING" "tBodyGyroMag-mean()" -0.94742138466563
"train" "SITTING" "tBodyGyroMag-std()" -0.950857575620529
"train" "SITTING" "tGravityAcc-mean()-X" 0.870899899300156
"train" "SITTING" "tGravityAcc-mean()-Y" 0.122785136286184
"train" "SITTING" "tGravityAcc-mean()-Z" 0.162123894662294
"train" "SITTING" "tGravityAcc-std()-X" -0.979064977083981
"train" "SITTING" "tGravityAcc-std()-Y" -0.957651371119751
"train" "SITTING" "tGravityAcc-std()-Z" -0.947177473594868
"train" "SITTING" "tGravityAccMag-mean()" -0.955067543234837
"train" "SITTING" "tGravityAccMag-std()" -0.939365758525816
"train" "STANDING" "angle(tBodyAccJerkMean),gravityMean)" 0.0105156742359898
"train" "STANDING" "angle(tBodyAccMean,gravity)" 0.00674831038052402
"train" "STANDING" "angle(tBodyGyroJerkMean,gravityMean)" 0.0127843112510917
"train" "STANDING" "angle(tBodyGyroMean,gravityMean)" 0.00202386542483988
"train" "STANDING" "angle(X,gravityMean)" -0.773795365378457
"train" "STANDING" "angle(Y,gravityMean)" 0.208318255454148
"train" "STANDING" "angle(Z,gravityMean)" 0.0411156196106368
"train" "STANDING" "fBodyAcc-mean()-X" -0.982912890618632
"train" "STANDING" "fBodyAcc-mean()-Y" -0.946150893748181
"train" "STANDING" "fBodyAcc-mean()-Z" -0.959054674475983
"train" "STANDING" "fBodyAcc-meanFreq()-X" 0.0067911345134687
"train" "STANDING" "fBodyAcc-meanFreq()-Y" -0.0261460111634789
"train" "STANDING" "fBodyAcc-meanFreq()-Z" 0.0619700524750218
"train" "STANDING" "fBodyAcc-std()-X" -0.986574413391557
"train" "STANDING" "fBodyAcc-std()-Y" -0.934624538980349
"train" "STANDING" "fBodyAcc-std()-Z" -0.938062292598253
"train" "STANDING" "fBodyAccJerk-mean()-X" -0.981626816149927
"train" "STANDING" "fBodyAccJerk-mean()-Y" -0.966931953151383
"train" "STANDING" "fBodyAccJerk-mean()-Z" -0.977422716790393
"train" "STANDING" "fBodyAccJerk-meanFreq()-X" 0.203624571628353
"train" "STANDING" "fBodyAccJerk-meanFreq()-Y" -0.124820871733421
"train" "STANDING" "fBodyAccJerk-meanFreq()-Z" 0.00376355048693595
"train" "STANDING" "fBodyAccJerk-std()-X" -0.983361688056769
"train" "STANDING" "fBodyAccJerk-std()-Y" -0.968763727401747
"train" "STANDING" "fBodyAccJerk-std()-Z" -0.982416433216885
"train" "STANDING" "fBodyAccMag-mean()" -0.958227593384279
"train" "STANDING" "fBodyAccMag-meanFreq()" 0.0614368297577918
"train" "STANDING" "fBodyAccMag-std()" -0.951799775699709
"train" "STANDING" "fBodyBodyAccJerkMag-mean()" -0.973202412219796
"train" "STANDING" "fBodyBodyAccJerkMag-meanFreq()" 0.261669016344236
"train" "STANDING" "fBodyBodyAccJerkMag-std()" -0.972900383770015
"train" "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.97750742639738
"train" "STANDING" "fBodyBodyGyroJerkMag-meanFreq()" 0.0942707017005167
"train" "STANDING" "fBodyBodyGyroJerkMag-std()" -0.975822682598253
"train" "STANDING" "fBodyBodyGyroMag-mean()" -0.952814999133916
"train" "STANDING" "fBodyBodyGyroMag-meanFreq()" -0.172502975983245
"train" "STANDING" "fBodyBodyGyroMag-std()" -0.936800772816594
"train" "STANDING" "fBodyGyro-mean()-X" -0.949080252780204
"train" "STANDING" "fBodyGyro-mean()-Y" -0.968026748042213
"train" "STANDING" "fBodyGyro-mean()-Z" -0.961498605240175
"train" "STANDING" "fBodyGyro-meanFreq()-X" -0.215859370847846
"train" "STANDING" "fBodyGyro-meanFreq()-Y" -0.208259271266361
"train" "STANDING" "fBodyGyro-meanFreq()-Z" -0.0795498188794178
"train" "STANDING" "fBodyGyro-std()-X" -0.952324284970888
"train" "STANDING" "fBodyGyro-std()-Y" -0.962401947845706
"train" "STANDING" "fBodyGyro-std()-Z" -0.96344778356623
"train" "STANDING" "tBodyAcc-mean()-X" 0.279293757074236
"train" "STANDING" "tBodyAcc-mean()-Y" -0.0161230846636681
"train" "STANDING" "tBodyAcc-mean()-Z" -0.10732962785709
"train" "STANDING" "tBodyAcc-std()-X" -0.985346233195051
"train" "STANDING" "tBodyAcc-std()-Y" -0.936013307409025
"train" "STANDING" "tBodyAcc-std()-Z" -0.942359763042212
"train" "STANDING" "tBodyAccJerk-mean()-X" 0.07485715063377
"train" "STANDING" "tBodyAccJerk-mean()-Y" 0.00877429407298399
"train" "STANDING" "tBodyAccJerk-mean()-Z" -0.00387217635462227
"train" "STANDING" "tBodyAccJerk-std()-X" -0.981622950225619
"train" "STANDING" "tBodyAccJerk-std()-Y" -0.96660630371179
"train" "STANDING" "tBodyAccJerk-std()-Z" -0.980575465705968
